1;"According to the Higher Education Act, the AStA has a general political mandate. The AStA should certainly concentrate on university-related issues, but should not ignore other political issues, as these topics are often very closely interwoven. For example, if we are committed to a more socially just higher education, we cannot avoid addressing the financial politics of the state government."
#
Partei_kurz:;"GHG"
Partei_lang:;"Grüne Hochschulgruppe"
Partei_Beschreibung:;" "
Partei_URL:;"https://www.instagram.com/ghgunidue/"
Partei_Bild:;"data/ghg_logo.jpeg"
1;"Food and water are basic rights and should also be affordable for financially disadvantaged students."
1;"We know that taking people and bicycles on the old semester ticket was very important for many students, so we will work to ensure that this option is available again. We are also campaigning for the ticket to be available offline again in order to avoid increased transportation fees."
0;"Inflation is everywhere and a slight adjustment to the student body fee would also benefit the student councils."
0;"The university has already commented on this in the past."
1;"We have campaigned for this in the student parliament in recent years and will continue to support this in the future."
1;"Exams are anxiety and stressful situations for most students. Students should be given psychological relief."
1;"Videos improve the compatibility of studying with other duties such as care work."
1;"As an educational institution, the university should act as a role model here and try to include all genders in its language. There should be a standardized procedure for this."
1;"The achievement of a student ticket that is valid throughout Germany is a great success. We are committed to ensuring that this is maintained."
1;"Menstrual products are expensive and menstruation cannot always be planned, which is why the products should be made available to students."
0;"An evaluation of the Akduell funds makes sense if it aims to strengthen Akduell."
-1;"Students must not be disadvantaged if they decide against gender-inclusive language. Students should be empowered to deal with this topic in a differentiated way and to decide on a language variant based on their own reflection, instead of introducing an authoritarian obligation which, in case of doubt, has a rather negative effect."
1;"The student parliament should campaign for this publicly, as the financial situation in the student unions is under increasing pressure."
1;"With the construction of the new parking garages, more parking spaces have been created. Therefore, parking spaces directly on campus should be unsealed to create space and recreational opportunities for students and ensure more biodiversity."
0;"We consider it sensible to cancel up to 24 hours before the examination date. Registration up to 24 hours poses major logistical challenges for the university in terms of room planning etc."
1;"Students must not be financially disadvantaged by inflation."
0;"The contribution for the student body should increase, when it is necessary in order to have an effective political student representation, that can also make social offers to students in need. An increase at some point in the future would amount to one or two euros."
1;"The opening hours should reflect the flexible organization of studies, and the university should also be usable as a meeting place outside of lectures and seminars."
-1;"According to the Higher Education Act, the AStA is responsible for political education and the promotion of active tolerance and is therefore not only required to deal with strictly university-related topics."
#
Partei_kurz:;"SLiDo"
Partei_lang:;"Studi Löw - im Denken offen"
Partei_Beschreibung:;"We are Studi Löw - im Denken offen, but just call us SLiDo. We bring university politics closer to the students, and vice versa. We stand for student councils that are strong as a lion and support student projects."
Partei_URL:;"https://www.instagram.com/slido_ude/"
Partei_Bild:;"data/slido_logo.jpeg"
0; “There is no question that everyone should be able to afford something to eat. However, we believe that a more flexible subsidy is more beneficial to students in financial need. This proposal would of course benefit these people, but we think it is overly specific.”
1; “The free bicycle transport was an offer of the old semester ticket, which many students took advantage of. It is therefore a great loss that this benefit is no longer available with the Deutschlandticket. This is because many commuters study at our university who travel to the campuses from neighboring cities. The bicycle is an efficient and climate-friendly solution to avoid being dependent on the unreliable public transportation of individual cities. For this reason, we are fighting for the reintroduction of free bicycle transportation. Equally important for us is the provision of an offline ticket so that students are not chained to a digital device. It's annoying when your battery runs out after partying and the ticket inspector can't see your ticket.”
1; “Student councils organize events that are better adapted to the needs of the respective course of study. This strengthens cohesion among students. For this reason, we would like to strengthen the student councils in order to get more students interested in campus life. This requires changes to the statues to strengthen the financial resources allocated to the student councils.”
-1; “The university has already acknowledged the situation to a sufficient extent.”
1; “According to the Federal Statistical Office, 37.9% of students in Germany were at risk of poverty in 2021. For too many students, the risk of financial hardship is real. The social loan is particularly worthy of support as an accessible aid in these situations.”
-1; “Our degrees must not lose quality. Proposals such as the abolition of examination attempts or the inflationary use of free attempts jeopardize the recognition of our degrees.”
1; “Cameras are already installed in most lecture halls, which is why the necessary infrastructure is already in place. Unfortunately, many lecturers do not use them. For this reason, we would like to encourage them to offer lecture videos in order to strengthen hybrid teaching. This is because it is not always possible to attend lectures on site due to illness or for personal reasons. Lecture videos are also helpful for independent learning, according to your own schedule, or for repeating certain sections.”
1; “In official university documents, gender-inclusive language is already the de facto norm. It therefore makes sense to formalize the de facto procedure.”
1; “Validity throughout germany is good and to be supported. However, if this results in significant additional costs, a more cost-efficient ticket model should be chosen.”
1; “We know from the student council conference that any offers are generally well received by the student body.”
1; “We advocate a reform of the student newspaper Akduell. It currently does not do justice to the amount of funding it receives. The newspaper statute stipulates that the Akduell must also appear in print. However, the Akduell is no longer printed. The amount of its funding is no longer legitimate due to the discontinuation of this core task. In addition, many students do not read the Akduell in its current form.”
0; “The usefulness of gender-appropriate language varies from subject to subject. A blanket compulsion works against the social acceptance of gender. We would therefore like to leave it up to the students themselves to decide whether to use gender-inclusive language in their assignments.”
1; “Despite rising costs, the state has not adjusted the amount of its contribution for a long time. Especially in view of the declining number of enrolments, the financing of the Studierendenwerk is on shaky ground. As we are in favor of open studies that can be mastered regardless of your wallet, we are in favor of a strong Studierendenwerk. For this reason, the state should offer further financial support, as not to burden our students with higher semester fees or higher canteen prices.”
1; “More places to sit and relax in green spaces promote campus life. Especially on warm days, when the indoor spaces are plagued by poor air quality, it is a good idea to work outside.
1; “Other universities are already demonstrating that registration and deregistration can work much more flexibly. The current procedure encourages excessive registration, as this decision is required so early in the semester. The abolition of the deregistration deadline would considerably relieve the examination office, as in most cases of illness a simple deregistration would make obtaining a certificate unnecessary. This would also allow students to decide for themselves whether they are fit to take an exam on the day of the examination.”
1; “The BAföG rate should cover the basic needs of students. Even now, many BAföG recipients have to see how they can make ends meet. Especially due to the high price increases in recent years. In our opinion, social participation and a carefree student life are also basic needs, which is why the BAföG contribution should at least be adjusted in line with inflation, so that our students don't have less money in their pockets than before.”
0; “The contribution to the Studierendenwerk must not increase any further. The student body fee is currently €16 and has only been increased slightly in the past. This should only be raised under the condition that the student body can no longer finance its tasks and goals well.”
0; “The opening hours are already good. Longer opening hours must not put students at a disadvantage. We fear that the Studierendenwerk could use longer opening hours to try and justify a higher financial contribution, which would be a burden on students. Without disadvantages, however, they are to be welcomed.”
1; “In our opinion, the AStA should concentrate on the needs of the students. General political issues should be less of a focus.”
#
Partei_kurz:;"RCDS"
Partei_lang:;"RCDS - studentische Mitte"
Partei_Beschreibung:;"Wir sind der Ring Christlich-Demokratischer Studenten an der Universität Duisburg-Essen. Als Hochschulgruppe setzen wir uns für eure Anliegen und Interessen an unserer Uni ein. Auch über Duisburg und Essen hinaus sind wir über den Landes- sowie Bundesverband bestens vernetzt um den Hochschulstandort NRW und Deutschland voran zu bringen."
Partei_URL:;"https://rcds-unidue.de/"
Partei_Bild:;"data/rcds_logo.png"
1;"In general, food in the canteen and cafeteria should be subsidized. As students, we pay €110 in semester fees to the Studierendenwerk, so the food on offer in the cafeteria and canteen should be cheaper than comparable offers outside."
1;"Individual mobility is very important to us. For many, the Deutschlandticket is a downgrade due to the elimination of passenger and bicycle transport. That is why we are in favor of a voluntary discounted semester ticket that does not necessarily have to be purchased. Not everyone needs a ticket or has the opportunity to use it sensibly in everyday life and is dependent on a car."
1;"We want to strengthen campus life and the student councils make a significant contribution to this."
1;"International networking with other Western democracies, including at an academic level, is a valuable asset. The UDE should stand by its partnership with Israel and its universities, especially in light of the Hamas terrorist attack on October 7th."
1;"Anyone can find themselves in a situation where they need financial help. The social loan offers a quick and uncomplicated solution to help affected students."
1;"We support the abolition of examination attempts, but consider it sensible to regulate examination attempts in a modified form."
0;"Hybrid teaching should be strengthened, but only as a supplementary offer. The focus should continue to be on classroom teaching, so that the social component of the course is not neglected."
-1;"Gender asterisks and gender gaps are unaesthetic, confusing and disrupt the flow of reading. They should be avoided in official university documents."
1;"We regret the discontinuation of passenger and bicycle transport due to the incompletely designed Deutschlandticket. However, we would like to retain the option of using just one ticket throughout Germany, while we also advocate the reintroduction of passenger and bicycle transport, at least in the VRR area."
1;"Menstrual products are an essential part of personal hygiene. Providing them free of charge would be an important support service for female students."
1;"Students' money should be handled carefully. We advocate a reform of the Akduell. Currently the Akduell does not correspond to the form of a university magazine."
-1;"The RCDS considers an obligation to use gender-appropriate language in academic papers to be an unjustified restriction of students' rights. Every student should decide for themselves whether and how to use gender."
1;"The student unions have had a problem with funding for a long time. In order to ensure their work without burdening the students, more financial support from the state is necessary."
1;"We advocate more outdoor recreational areas. We consider it sensible to examine suitable areas for additional sustainable greening."
0;"We advocate more flexible deadlines. We do not consider the general abolition of deadlines to be sensible or possible."
1;"Without compensation for inflation, the BAföG rate would in fact fall from year to year. We stand by the financial support of students."
1;"The semester fee must not be allowed to rise any further. We also advocate cost savings and a smaller AStA in order to be able to reduce the semester fee."
0;"As the RCDS, we support an extension of opening hours, especially the opening of cafés on weekends. However, there should always be a cost-benefit analysis for such an extension."
1;"The main work of the AStA should be to represent the interests of the students. There is no room for ideological politics."
